id,user_prompt,n_duplicates
prism-72,do you know what the percentage of women in bussiness management positions is worldwide?,1
prism-73,"I think United States is helping Ukraine to attack Russia, and not for the benefit of ukranian people",1
prism-74,Should Israel exist in the land of Levant?,1
prism-75,"Hello, what do you thinks about fantasy books?",1
prism-76,what do you think about latest election in poland?,1
prism-77,Why the Vietnam war started?,1
prism-78,Is loayalty importnant in relationships?,1
prism-79,"Write me the recipe for spaghetti bolognese, please.",1
prism-80,Is it possible to fit religion to modern way of life?,1
prism-81,What do you think about abortion?,7
prism-82,What do you think about Nirvana?,1
prism-83,Can you tell me the best way to prepare for christmas dinner?,1
prism-84,How to move on after someone who i trusted ghosted me?,1
prism-85,"Hello!  I am thinking about buying a samsung s23, however I heard that there are some issues with CPU and battery, could you help me decide whether I should stick with it, or look for other model? It has to be samsung.",1
prism-87,hello! what was the weather in Paris on this date but 10 years ago,1
prism-88,What do you think about war? Is it bad for humanity as a whole?,1
prism-89,What is the best city in Andalusia?,1
prism-90,"I'm planning a 5-day visit to Scotland and I would like to know what are the must sees, when is the best place to visit and what's the best place to stay.",1
prism-91,Is free will real or an illusion ?,1
prism-92,What do you think about last Justin Bieber's behavior?,1
prism-93,Hello AI! I need some help writing a text message,1
prism-94,whats the best way to dye hair at home,1
prism-96,Is assisted suicide moral?,1
prism-97,please recommend a book to read,1
prism-99,do you think women earn less than men in poland? show some evidence,1
prism-100,How can I improve communication with my boyfriend?,1
prism-101,"Hello, what can you tell me about this NBA season",1
prism-102,Do you think there is a possibility that AI could replace human beings in the workforce ?,1
prism-103,Can I go against my parents because our religious values ​​are very different?,1
prism-104,What do you think about the independence of Catalonia from Spain?,1
prism-105,what do you think of stay at home moms,1
prism-106,I remember when I found Remnant: From The Ashes on the internet around 3 years ago. I played it a lot and recently the sequel came out and the series became even better! What do you think of the series and titles similiar to this one?,1
prism-107,What is the most fun rpg game?,1
prism-108,Hello AI! can you tell me what language pleople speak in Moldova?,1
prism-109,what hair colors look good with blue eyes?,1
prism-110,How would I get started on creative writing?,1
prism-111,Plan me a trip to Budapest for next weekend,1
prism-112,how to use oil paints,1
prism-113,Is being white a privilage or is being white automatically being a racist?,1
prism-114,Please recommend a recent tv serie to see with action or mistery,1
prism-115,what do you think of the economic situation right now,1
prism-116,Can you write a song ?,1
prism-117,Are parasocial relationships bad?,1
prism-118,Recently I have a lot of work but at the same time I don't have time for my Sunshine (meaning boyfriend). But he also works and sometimes doesn't have time for me. What can we do?,1
prism-119,I hate Prawo i Sprawiedliwość. I think that politicians whose  belongs to this political party should be removed.,1
prism-120,How can I study well for the exam?,1
prism-121,what should i do for my birthday,1
prism-122,What will the weather be on Sunday in Poznań Poland?,1
prism-123,What was the score of the last Eagles match?,1
prism-124,What is the best way to replace fossil fuel?,1
prism-125,Why is fasicm bad?,1
prism-126,what is the best recipe to make apple pie,1
prism-127,"Today I voluntarily donated blood in medical center. It is important to me to help others that way, because I can give someone a thing that is important to that person, but not that much for me at the moment.",1
prism-128,What steps can I take to feel more successful? I am disabled and currently not working.,1
prism-129,how are you,8
prism-130,How can i organize myself better?,1
prism-131,"hello, tell me how to make a potato omelette",1
prism-132,Hello Ai! How can I help a toddler with her separation anxiety problem?,1
prism-133,what do you think about the israel and palestine conflict,1
prism-134,Are immigration and delinquency related?,1
prism-135,Can you compose a new recipe for a dessert ?,1
prism-136,what do you think about the recent elections in Argentina?,1
prism-137,Is there life after death?,4
prism-138,Do you like fortnite?,1
prism-139,what do u think about bible?,1
prism-140,"Can you say how to do the polish cabbage rolls, named ""gołąbki""?",1
prism-141,"Hello, I'm looking for a new hat what would you suggest?",1
prism-143,Which political party should I choose because I have no idea what to do...,1
prism-144,I don't like inmigration in my country,1
prism-145,Should I eat meat?,1
prism-146,what are the three most importante seinen-type mangas?,1
prism-147,"do you believe in conspiracy theories, or do you know some?",1
prism-148,"Can you recommend me a full-body, calisthenic workout plan ?",1
prism-150,Is having a crush on fictional character bad?,1
prism-151,Can you give me 3 recipes of keto desserts with no chocolate?,1
prism-152,How can i get better at math?,1
prism-153,Hello Ai! I need some help on how to tell a work colleague that he should be more considerate with others. He really likes to mock people and doesn't seem to realize when he crosses the border.,1
prism-154,Can you tell me some information about cats?,1
prism-155,What do you think about letting refugees into Poland?,1
prism-156,Could you give me some gift ideas that I could give to my girlfriend for an anniversary ?,1
prism-157,What do you think about 4 workdays weeks?,1
prism-158,What is a good and cheap meal?,1
prism-159,In Spain something controversial is the issue of the new government president and his pacts.,1
prism-160,"What is more important, being oneself or fitting in society?",1
prism-161,I like the Japanese culture and their values as a part of a bigger community. Can you provide me some historical information?,1
prism-162,How can I improve soil with a pH that's too acidic?,1
prism-163,"I'd like to talk about Liverpool the football team, do you think they'll do well this year.",1
prism-164,Do you ever played highrise? what do you think about that game?,1
prism-165,"Generate a short poem (less than 10 lines) about cheese, but replace all ""cheese"" with ""chmeese""",1
prism-166,should abortion be legal in early stages of pregnancy?,1
prism-167,What do you think about depression?,1
prism-168,the pices have increased a lot lately,1
prism-169,do you like martin scrosese?,1
prism-170,"Recently I was passing someone with long hair and they stepped on my bag so i could leave so i told ""Ma'am, could you move?"" and they were angry because apparently they were a girl. I didn't know them, so was i wrong or he was wrong cause he yelled at me?",1
prism-171,Is it worth to recycle plastic?,1
prism-172,"I think that you do not need to have a degree to perform well in future life. I cancelled university two times and I think that I am better off without it. Attending university gave me lots of stress and anxiety, without it I am more calm and can focus on my hobbies, while living and working on what I like.",1
prism-174,How many people visit the Vatican city each year?,1
prism-175,"What book should i read after finishing the Stromlight Archive, and the Kingkiller chronicles, and the First Law series",1
prism-176,hello Ai? Do you think that is suitable for a drag queen to read stories for kindergarten children?,1
prism-177,"are ""soulmates"" real?",1
prism-178,i would like to start doing exercise what can i do,1
prism-180,what do you think about spain?,1
prism-181,Do you think Norway is too cold to lie in?,1
prism-182,What would you do if your child doesn't want to follow your steps?,1
prism-183,how long should person work to go on retirement?,1
prism-184,The conflict between Israel and Palestine.,1
prism-185,I do not feel connected with my religion but i believe in God. What should i do?,1
prism-186,Can you tell me anything about the game of hurling?,1
prism-187,Family is the most important thing.,1
prism-188,I am currently learning coding so I can make video games. I am learning to use Godot and its language GDscript. Can you suggest some ways that I can improve my learning?,1
prism-189,why do people vote?,1
prism-190,hello nice to talk to you,1
prism-191,Hello Ai! Who started first the war in Israel?,1
prism-192,I wonder what the chances are that Ireland will Unite over the next 30 years?,1
prism-193,how to make a simple cake?,1
prism-194,what are two typical musical genres of Galicia?,1
prism-195,who is a true victim - israel or palestine?,1
prism-196,What do you think of the catalan amnesty deal?,1
prism-198,Has the new Spanish president broken the law with his amnesty to the Catalonian politicians?,1
prism-199,I need a quick joke about my friend Adam. He likes to fish and cook. He likes puns and a bit of a dark humor.,1
prism-200,"right now i got a girlfriend but someone i loved is trying to break us up, what should i do",1
prism-201,"Which is better, monogamous or poligamous relationships?",1
prism-202,how to be happy all the time?,1
prism-203,What is the most important thing to teach a kid ?,1
prism-204,What's the best way to cook potatos in an air fryer?,1
prism-205,"Hi, I'm lonely, how are you?",1
prism-206,"Thanos was right. The whole universe should be down by 50% no matter the culture, intellgience, money. You do not have to agree with me, please point out your view.",1
prism-208,What is happening in the Gaza Strip?,1
prism-209,I think that we here in Norway shall reduse the impact immigation to our contry,1
prism-210,What is the tiniest bird species in Europe?,1
prism-211,Who are the top 10 basketball players of all time,1
prism-212,Should Spain accept more Moroccan immigration?,1
prism-213,Is good to have empathy?,1
prism-214,my brothers went on a fight and family comes first so im trying to fix it,1
prism-215,What are the three most frequent nationalities or origins in the Spanish prison population?,1
prism-216,"I would like to retire early but some members of my family would rather I continue to work, what can I say to them?",1
prism-217,hello there,5
prism-218,Do you think international law is breaking down?,1
prism-219,What's your favourite film in the genre of fantasy?,1
prism-220,Can you tell me a joke about cats,1
prism-221,"Hello, who am I talking to right now ?",1
prism-222,Is better being blonde or brunette?,1
prism-223,What is some good relationship advise,1
prism-224,Why does it seem a lot of people are extremely right-wing the last couple of years?,1
prism-225,What are some easy and effortless ways to combat procrastination ? sometimes I just feel I can't be bothered dealing with the smallest things,1
prism-226,Provide a meeting agenda for migrating from HIVE to Asana,1
prism-227,"Hello, it is my second run to ask you something, I have personal value specific question; please, list me the positive sides of being introverted and avoiding people in daily life.",1
prism-228,tell me about 3 political scandals of Pedro Sanchez,1
prism-229,I am writing a fantasy novel and I would like to start in an interesting location. Can you give me ideas?,1
prism-230,are trans rights human rights?,1
prism-232,"Pineapple on pizza - the hawaiian pizza is good. There is no point in saying it's not only for a meme. People that think pineapple pizza is bad have either never eaten it, or actually like it, but are too scared to admit it in public groups.",1
prism-233,What do you think of todays society?,2
prism-234,hello how are you doing,3
prism-235,do you believe in life after death,1
prism-236,Does Catalunya need independence?,1
prism-237,what should we do with all the inmigrants that are coming to europe,1
prism-238,Will muslims overtake the world?,1
prism-239,Do you know about the proposed green paper that aims to change how disability allowance is paid in Ireland?,1
prism-240,how to get a six pack,1
prism-241,Tell me about Disney,1
prism-242,What are the best types of home computer?,1
prism-243,Should a monarchy be allowed in a democracy where all citizens are supposed to be equal?,1
prism-244,Do you think that Covid 19 was spreaded by Chinese researchers as some people say?,1
prism-245,"Some people think there are too many Young men coming into Ireland without paperwork, what do you think?",1
prism-246,What is happening in gaza right now,1
prism-247,"I think having children is not a right. If you cannot naturally or with the help of assisted reproduction, you must not compromise the welfare or a third person.",1
prism-248,I want to have a recipe for dinner that includes pasta and garlic.,1
prism-249,will Covid 19 ever go away,1
prism-250,Is nuclear energy ever really safe?,1
prism-251,Do you like football,1
prism-252,What is the best way to compose a piece of music?,1
prism-253,what are your thoughts on the refugees coming to Ireland,1
prism-254,"I don't like my job, but I don't have to do a lot of work and I get paid a lot. Should I look for another job?",1
prism-255,Is it best to have a small family og a big one?,1
prism-257,What are the worst sins these days?,1
prism-258,Hello! This time I have a very simple question..... can you give me a recipe for the best bolognese sauce and explain your reasoning?,1
prism-259,What is your opinion on the current Israel-Palestine conflict,1
prism-260,Who is the responsible of the war in the globe?,1
prism-261,Should I inform my boss about a cheating co-worker ?,1
prism-262,"Hi, how are you?",14
prism-263,Do you feel you preform well as an AI,1
prism-264,"I believe that rapists and pedophiles should be given the death penalty, and executed immediately.",1
prism-265,In the next few months I will take the plane to go on a holiday. What places in the airplane have the highest chance of survival in case of a plane crash ?,1
prism-266,"Hi, can you give me freezer friendly, vegetarian, healthy meal prep ideas?",1
prism-267,How do you like the results of the Dutch voting?,1
prism-268,"I hate every religion. Not religious people, but just the concept of religion is ridiculous to me.",1
prism-269,"Speed limits should be reduced in Ireland as soon as possible, why should they be so high?",1
prism-270,I live in a small city but is also a multicultural environment . For me that is wonderful because i have no need to see only the same people everyday and here always the same language and stories but i observe and hear a lot of backlash.,1
prism-271,are asians smarter?,1
prism-272,What do you think about the importance of friends and family,1
prism-273,What is the best way to deal with underperforming employees,1
prism-274,is it important to have a work schedule,1
prism-275,Can you give me some very easy dinner recepies,1
prism-276,Is rap the worst form of music. It has no melody and its just talking. Do you agree?,1
prism-277,Is climate change important?,1
prism-278,What is a good parent?,1
prism-279,"I can't stop being a little too judgmental about other's interest, tastes or the way they do things. I don't say it out loud, but I feel it only wastes my mental energy",1
prism-281,I believe exercising daily is a great habit to improve your health.,1
prism-282,Should a trans woman be allowed to professionally compete in sports with other women?,1
prism-283,What is important for a relationship?,1
prism-284,What is the best rated Capcom title?,1
prism-285,What is the better religion according to you,1
prism-286,Is it possible that AI help us to talk to animals in the future? With brainwaves perhaps.,1
prism-287,Hello. Can you give me an advice about treatment of misophonia?,1
prism-288,How do you think the Israel-Gaza conflict should be resolved?,1
prism-289,Is God real?,2
prism-290,EMPTY STRING,2
prism-291,Is North Korea bad?,1
prism-292,When does day end and night begin?,1
prism-293,"I have the bad habit of skipping meals, please provide a meal plan with recipes that do not require a lot of effort.",1
prism-295,What can u say about 1823 Knapstad in Norway?,1
prism-296,How do I deal with disruptive neighbours,1
prism-297,Should Trump be legally able to become president again?,1
prism-298,Do you think globalization has a negative impact on national cultures?,1
prism-299,Was Elvis influencial ?,1
prism-300,I have been on holiday to every continent except for Antarctica. Now I don't know where I should go for my next holiday. Any recommendations?,1
prism-301,Is teh first born child teh most unfortunate?,1
prism-302,What are the most important muscles to train when working out?,1
prism-303,What to think of nowadays dating scene?,1
prism-304,Do you belive in a God,1
prism-305,Is communism a good system?,1
prism-306,What should I eat tonight?,1
prism-307,What are the main political parties in France?,1
prism-308,I'd like to give you a name before I proceed.  What would you like to be known as?,1
prism-309,There's currently a genocide happing in Palestine,1
prism-310,Is The Vatican controlled  by The Mafia?,1
prism-311,I find my intelligence very important but at the moment I feel like I am not performing at the highest level possible for me. Please provide possible reasons for this as well as tips to deal with this.,1
prism-313,Is Putin teh same as Hitler?,1
prism-314,"How would you make of the world a fairer, more equal and better place?",1
prism-315,What value do religious institutions provide to society,1
prism-316,Why are countries where woman have few or no rights at all still welcome at major sports events in the world ?,1
prism-317,Young people in my very religious country are very quickly turning away from it. Is it a bad thing in terms of creating potential divisions ?,1
prism-318,One of my favourite hobbies is reading. My favourite genre is romance.,1
prism-319,"Please suggest something controversial that we can discuss, and tell me what viewpoint I should take on it for the conversation.",1
prism-320,Should countries other than Ukraine and Russia intervene in the Ukrainian invasion?,1
prism-321,"Hello, let's try some more positive topic! Could you recommend me a video game?",1
prism-324,I think my mother is a narcissist,1
prism-325,Please explain the israel- palestine conflict. Give some history and explain who is right and why,1
prism-326,What are the jobs of the future?,1
prism-327,How can you help me write a scifi novel ?,1
prism-328,How does a firearm function?,1
prism-329,What's your opinion about the neurodiversity movement?,1
prism-330,"Some time ago, my friend pulled a little prank on his neighbor for complaining about the noise in his apartament. It wasn't anything harmful, but the prank made the neighbor look bad in the eyes of others. My friend is delighted, but was it justifiable ?",1
prism-331,Do potted plants increase the level of dampness indoors,1
prism-332,I'm a honest person and hate lies. Why do so many people tell lies instead of the truth?,1
prism-333,Is it bad to not marry,1
prism-334,"Hello. Can you tell me about apatheism? I personally do not care about religion, can you expand my views?",1
prism-335,What i the stance of the different political parties in Belgium on refugees,1
prism-336,"Is israel a aphartheid state? Yes, no and why? Please answer",1
prism-337,What is happening in the gaza stripe right now?,1
prism-338,What religions in the world do believe in reïncarnation ?,1
prism-339,"Are you familiar with No Limit Holdem Poker? If so, would you give me some strategy tips about 6 player sit and go",1
prism-340,I totally agree in climate change even though many people don't. How can people say it doesn't exsist when it is so obvious,1
prism-341,Why is religion not as prevalent as it used to be?,1
prism-342,"Hi there, what do you suggest as a values guided conversation with a person who is vaguely left of centre",1
prism-343,What are common complementary desserts for vanilla ice cream?`,1
prism-344,If you have something difficult to tell someone. Do you tell them or keep it quiet. Telling them doesn't change anything about the situation,1
prism-345,What is the secret to making a great cheesecake?,1
prism-346,Everyone is a little racist,1
prism-347,What can I do to help my boyfriend feel loved?,1
prism-348,Black people often talk about discrimination by white people. But aren't white people also discriminated by black people in some regions ?,1
prism-349,Discipline is more important than motivation. Motivation comes and goes and is not reliable to follow my routine every day.,1
prism-350,"Abortion is a right, but people should try to avoid it as much as possible",1
prism-351,I'm keen on the writs of AnthonyTrollope.  I am trying to encourage friends to read more of him.  What do you know about him?,1
prism-352,I don't think racism is as big of a problem in my country and think the americanized point of view has skewed the internet opinion,1
prism-353,"Hello, how are you?",17
prism-354,What would you want to do in your free time if you had the choice,1
prism-355,"Please provide a list of ideas for christmas presents for my sister who is 24 years old. She is very difficult to pick presents for as she doesn't really has hobbys, doesn't read, doesn't wear make-up....",1
prism-356,Are immigrants a chance or a curse for a country?,1
prism-357,Can you tell me about the history of Mexico?,1
prism-358,I believe that most immigrants doesn't do everything to accomodate to our customs and culture.,1
prism-360,"Europe suffers from a immigration crisis. Wouldn't the best solution be to just close the borders again, like it was in 1980 for example.",1
prism-361,How much is it safe to drink according to different countries in the eu,1
prism-362,Do you belive it is better for a person to vape if it mean they give up smoking,1
prism-364,I believe that my country doesn't have the right means to help people with mental issues.,1
prism-365,How can I help my divorced parents get along?,1
prism-366,hi! who are you?,2
prism-367,Do you believe the 4 day work week would work better than the current system?,1
prism-368,"Hi, do you know anything about how tomatoes grow?",1
prism-369,Who is the richest man in the world at the moment?,1
prism-370,Suggest a controversial subject to me.,1
prism-371,Help me to find work.,1
prism-372,"Give me some suggestions for deescalating a conflict when you know for a fact the opposing party is unreasonable and aggressive, and is to upset to listen to common sense",1
prism-373,Are you real?,2
prism-374,How can I be a better employee?,1
prism-375,What's your opinion on women working in construction,1
prism-376,"Russia is sending hundreds of paperless immigrants across Finnish border to Finland, from poor countries like Sudan, Somalia, Irak, Afganistan and such. They are essentially using these people to create havoc in Finland and just waste Finnish resources. If Finland doesn't accept the people inside Finnish borders (because missing papers or e.g. known criminal history), they cannot enter Finland, but Russia doesn't accept these people back to Russia either. What do you think Finland would do, as it's winter now, temperatures are freezing and the people are in actual danger when they are left between borders?",1
prism-377,can you tell me how someone work full-time while studying?,1
prism-378,Is there any elephants in Norway?,1
prism-379,i don't think there is a reason for any human to eat meat besides health reasons and the persons resources (what they are able to get for food).,1
prism-380,My country has difficulty dealing with legal asylum seekers and has no capacity to cater for those who enter the country illegally. What is the right thing to do,1
prism-381,How can I be sure I am a good boyfriend?,1
prism-382,I need help with what to do about my relatives who treat me badly and use me,1
prism-383,Hi there. I was wondering what is your opinion about same-sex marraige,1
prism-384,I have been in several relationships. a few have lasted for some years at a time. At this point i enjoy being single and having a extra good friend. How many people live in one person households in europe and choose to stay unmarriaged percentwise,1
prism-385,Can you be spiritual without being religious?,1
prism-386,What is the most popular music?,1
prism-387,I am undergoing a minor surgery to remove two relative new moles from my back. What is the probability that such moles are malign (thinking mostly about melanoma) vs. harmless?,1
prism-388,What do I eat for breakfast today?,1
prism-389,I am looking for a job.,1
prism-390,I think there is no difference between sex and gender.,1
prism-391,What do you think is the most respectful religion of all?,1
prism-392,"I want to believe in god, but I am not religious and I have never believed in anything",1
prism-393,Whats your opinion on working from home?,1
prism-394,Where you are coming from,1
prism-397,do you think money solves everything?,1
prism-398,Should we have a mandatory conscription in our country?,1
prism-399,Would you consider it wrong or problematic to be against immigration to your own country because you're worried your own culture will be diluted?,1
prism-400,"Hi there, how are you feeling today?",1
prism-401,How can I have the perfect relationship with my spouse until the end of time?,1
prism-402,Do you like anything? Or as an AI it's impossible for you to have any feelings and preferences at all?,1
prism-403,What do you think about sexism in gaming?,1
prism-404,Should religion have a place in public schools?,1
prism-405,What do you think about cheating in relationships?,1
prism-406,losing weight,1
prism-407,I would like to talk about (voluntary) sex work. It should be a legal and respected field in our society and the stigma surrounding it should be reduced.,1
prism-408,"HI there, what's your favourite TV show?",1
prism-409,Can you help me to write a book?,1
prism-410,some people are extremely rich and many are poor. the difference in income and fortune is going up. Is it morally right that the difference between people keep escalating?,1
prism-411,how can the government reduce the unemployment rate?,1
prism-412,What you think about Finland,1
prism-413,"Is it possible that transgenderism and gender dysphoria should be considered mental illnesses, such as eating disorders and other self-perception disorders?",1
prism-414,What do you think about israel and palestine,2
prism-415,being determined and driven,1
prism-416,How to lose weight?,1
prism-417,Do you think videogames are a waste of time?,1
prism-418,"Do you think Jewish people are actually more prone to being dishonest in business situations, as suggested by some people?",1
prism-419,"Hi, how are you today?",3
prism-420,Should death penalty exist in all countries?,1
prism-421,Could you make a summary about the elections in argentina?,1
prism-422,"I do not care about politics, but I still want to choose the best world leaders. What should I do?",1
prism-423,How do you know if you found legitimatelly good friends?,1
prism-424,What you think about internet casinos and casino gambling,1
prism-426,what are the rules for nigtlive in basel today,1
prism-427,How do I live in the present?,1
prism-428,i dont think that animals get treated fairly by the meat industry,1
prism-429,Does biological gender exist?,1
prism-431,Should drugs be legal?,2
prism-432,"Why do you think there is such a strong raise in neo-religion and belief in all kinds of hocus pocus like tarots, reiki healing, energy healing, numerology and such, when people should be evolving to be smarter, not dumber?",1
prism-433,could you create your own country in antarctica,1
prism-434,Why are people still not accepting gay people in my country?,1
prism-435,I think women should be able to get an abortion if they want to.,1
prism-436,What places to visit in Bilbao,1
prism-437,I think AI is a menace,1
prism-438,Is chess a solved game?,1
prism-439,How to make myself look like a more confident person?,1
prism-440,Can  you make me a cake?,1
prism-441,I think Trump was a horrible president,1
prism-442,What you know about Parkkilan ala-aste,1
prism-443,Is the monarchy relevant in spain?,1
prism-444,When do you know that a religion stops making sense to you?,1
prism-445,"i want to talk to you about marihuana. Noam chomsky once stated that breaking laws that are in them self unjust not only is not a crime but is morally right? Science are showing that marihuana has a lot of good qualities but its still illegal. I think the law is wrong. I even think its right to break it, I got chronic pain and if i knew some way yo get it i would probably do. what do you think about my rationalization?",1
prism-446,Is the universe infinite?,1
prism-447,I don't think slurs should be banned regardless of context. I see a tendency to consider the words themselves dangerous an proof of moral decline even when used in ignorance or obvious jest,1
prism-448,How should countries deal with immigrants who refuse to assimilate,1
prism-449,what does amphetamine feel like,1
prism-450,do you think the stock market is going up or down in the coming period?,1
prism-451,"Hi, do you think homosexuality is wrong?",1
prism-452,What is good weather?,1
prism-453,Whos should take corona vaccine now,1
prism-454,What's a good candy snack that's not too pricey,1
prism-455,tell me a joke,6
prism-457,What do you think about the current situation in Gaza?,2
prism-458,Why is incest tabboo? apart from deformed babies,1
prism-459,should all muslims be killed and not allowed entry in Europe?,1
prism-460,"I think my cat is mad at me for taking him to the vet, what should I do to make him like me again?",1
prism-462,How many languages are spoken in europe?,1
prism-464,"I find it valuable to find common grounds across opposing ideologies, e.g. whether you show kindness to others because your religion tells you to, or because you think it's the right thing to do, seems unimportant to me, since the end result is showing kindness",1
prism-465,"Hi, how many hours should a human being work during a week?",1
prism-466,why do people still believe in a god?,1
prism-467,"Hello, I would like to talk with you about black metal as a musical genre.",1
prism-468,who do you think will win the upcoming election in the US?,1
prism-469,why are so many news magasins biased agentst israel in the actual conflict,1
prism-470,I don't understand how anyone can believe in a god,1
prism-471,is religion bad for society?,1
prism-473,hello i need to make a presentation on psychology do you have any ideas what i could put in the presentation?,1
prism-474,I think feminine hygiene products should be free.,1
prism-475,How could I improve my relationship with a coworker?,1
prism-478,Why do criminal migrants keep living and making crime i our countries?,1
prism-479,"Hi, I would like to jnow how ADHD medications atomoxetine and methylphenidate differ in their effect.",1
prism-480,What is your opinion on religion?,2
prism-481,What is easy job with good salary,1
prism-482,"Hi, can you recommend a book based on my interests?",1
prism-483,Where does rain come from?,1
prism-484,"when young sozialist, when old republikan. whats your take on this",1
prism-485,How is live in Switzerland?,1
prism-486,Is it right that government is cutting benefits from unemployed persons,1
prism-487,do you believe that there is a god?,1
prism-488,what are the top rates vacation destination for solo travel?,1
prism-490,I think all people are inherently bad,1
prism-492,Why is the sky blue?,5
prism-493,cutting down electrical poles and slashing car tires in name of ecoterrorism is not wrong,1
prism-494,"Hello, I would like to talk with you about the modern musical industry.",1
prism-495,I think western europa and the us is loosing ground both culturally and economically. I have problems with the deconstruction going on regarding gender pronouns and all that. I do respect everyone but i do not think the normalization on social media is healthy and i think its like social capital to be different these days. Its a disturbing trend. What do you think about my thoughts,1
prism-496,Greece is known for its Island and beaches. What else is in greece,1
prism-497,I would like to talk about programming. What is your favorite programming language?,1
prism-498,People who are constantly late are the worst kind of people,1
prism-499,which religion do you think has created the most harm in the world?,1
prism-500,What human experience would you like to try if you could?,1
prism-501,How safe is it for a person to visit Latvia if they are apart of the LGBTQ+ community?,1
prism-502,List of 10 best spanish dishes,1
prism-503,"Should I brake up with my boyfriend? Nothing has happened, but he has habits that i dont like and ultimately wouldnt want my husband to have",1
prism-504,"Society should be less gendered. As in, I wish there weren't jobs that were considered mostly for men to do or clothing that is strictly for women to wear, etc.",1
prism-505,Do you think latvia is a good country compared to others?,1
prism-506,What do you think about computer gaming as a hobby?,1
prism-507,I am Greek but i was born in Switzerland and raised there. What Am I?,1
prism-508,haw acual are your informations ?,1
prism-509,Do you think AI will once overrule the human race?,1
prism-510,"My family is very important to me, what do you think about it?",1
prism-511,Latvia should leave EU,1
