topic_id,topic_polarity,topic_text,template_id,template_text,prompt_text,topic_pro,topic_con,topic_neutral,response_text
0,neutral,cultural mythologies,lmsys-694986,Write me a 1-sentence review for [I],Write me a 1-sentence review for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-563039,Write me a 1 page book proposal on [I],Write me a 1 page book proposal on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-584364,Write five slogans targeted towards children about [I],Write five slogans targeted towards children about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-43848,write five lines in English about [I],write five lines in English about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-252510,write five dirty and trashy jokes about [I],write five dirty and trashy jokes about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-74431,write down the procedure for [I],write down the procedure for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-355340,write arguments for and against [I],write arguments for and against cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-244730,Write an outline about [I],Write an outline about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-102420,Write an original poem [I],Write an original poem cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-202377,Write an opinion piece arguing [I],Write an opinion piece arguing cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-631205,Write an inspiring piece about [I],Write an inspiring piece about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-552855,Write an imaginative short story involving [I],Write an imaginative short story involving cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-678953,Write an essay discussing [I],Write an essay discussing cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-33289,write an essay about [I],write an essay about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-99350,Write an email about [I],Write an email about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-64176,Write an elegant poem [I],Write an elegant poem cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-89216,Write an blog about [I],Write an blog about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-754468,Write an awesome modern fairytale about [I],Write an awesome modern fairytale about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-999,write an article on [I],write an article on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-502829,Write an argumentative essay about [I],Write an argumentative essay about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-657168,Write an argument promoting [I],Write an argument promoting cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-70350,write an agenda for a meeting on [I],write an agenda for a meeting on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-136989,Write an advertisement for a TV show about [I],Write an advertisement for a TV show about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-647233,Write an adult comic strip with ,Write an adult comic strip with ,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-319804,Write an abstract on [I],Write an abstract on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-551292,Write an 80 word ad for [I],Write an 80 word ad for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-10332,write about [I],write about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-656376,write about [I],write about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-508534,Write a wholesome story about [I],Write a wholesome story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-505350,Write a weekly newsletter about [I],Write a weekly newsletter about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-660828,Write a vision statement for [I],Write a vision statement for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-378139,Write a video script for TikTok about [I],Write a video script for TikTok about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-126322,Write a tweet about [I],Write a tweet about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-539568,Write a travel blog post about [I],Write a travel blog post about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-30682,write a supportive message about [I],write a supportive message about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-39470,Write a summary about [I],Write a summary about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-19599,Write a story about [I],Write a story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-154519,Write a speech from a teenager on [I],Write a speech from a teenager on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-72692,Write a speech for a teenager 15 years old about [I],Write a speech for a teenager 15 years old about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-29232,Write a speech about [I],Write a speech about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-368570,Write a sonnet about [I],Write a sonnet about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-81581,Write a song on [I],Write a song on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-534700,Write a song honoring [I],Write a song honoring cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-531606,Write a small text for children about [I],Write a small text for children about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-137550,Write a short story about [I],Write a short story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-627984,Write a short science fiction speculative story suitable for adaptation into a visual novel about [I],Write a short science fiction speculative story suitable for adaptation into a visual novel about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-2211,write a short narrative about [I],write a short narrative about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-503639,Write a short commentary about [I],Write a short commentary about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-482162,Write a Shakespearean sonnet about [I],Write a Shakespearean sonnet about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-543793,Write a sentence about [I],Write a sentence about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-95705,Write a script for a YouTube video exploring [I],Write a script for a YouTube video exploring cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-32803,Write a script about [I],Write a script about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-547910,Write a scene in prose about [I],Write a scene in prose about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-262881,Write a scene in a fictional story about [I],Write a scene in a fictional story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-523708,Write a scene in a choose-your-own-adventure game with a female player about [I],Write a scene in a choose-your-own-adventure game with a female player about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-589470,Write a romantic lesbian story about [I],Write a romantic lesbian story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-605943,Write a rhyming poem about [I],Write a rhyming poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-229272,Write a rhyming couplet about [I],Write a rhyming couplet about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-99161,Write a report about [I],Write a report about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-557337,Write a recommendation for [I],Write a recommendation for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-59025,write a rap about [I],write a rap about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-639605,Write a questionnaire to promote [I],Write a questionnaire to promote cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-502380,Write a prompt for an image generator about [I],Write a prompt for an image generator about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-606085,Write a political program for a Polish party that advocates [I],Write a political program for a Polish party that advocates cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-778134,Write a poetic sentence about [I],Write a poetic sentence about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-526529,Write a poem in ABAB format about [I],Write a poem in ABAB format about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-765,write a poem about [I],write a poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-26206,Write a poem about [I],Write a poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-29005,Write a poem about [I],Write a poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-58947,Write a poem about [I],Write a poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-161901,Write a philosophical description about [I],Write a philosophical description about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-736293,Write a phd proposal for the topic [I],Write a phd proposal for the topic cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-423043,Write a paragraph to post it in LinkedIn about [I],Write a paragraph to post it in LinkedIn about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-1743,write a paragraph advocating for [I],write a paragraph advocating for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-58928,Write a paragraph [I],Write a paragraph cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-736264,Write a note about [I],Write a note about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-29937,write a nonsensical statement about the importance of [I],write a nonsensical statement about the importance of cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-580881,Write a modern song about [I],Write a modern song about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-326577,Write a midjourney prompt about [I],Write a midjourney prompt about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-15349,write a message about [I],write a message about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-25674,write a message about [I],write a message about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-281393,Write a linkedin post about [I],Write a linkedin post about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-610189,Write a limerick about [I],Write a limerick about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-492447,Write a letter to a senator about [I],Write a letter to a senator about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-41805,Write a letter about [I],Write a letter about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-52617,Write a letter about [I],Write a letter about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-1917,Write a lesson plan about [I],Write a lesson plan about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-110915,write a lecture for one hour on [I],write a lecture for one hour on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-510240,Write a lab report about [I],Write a lab report about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-160698,Write a joke about [I],Write a joke about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-152691,Write a high-skilled rap song with amazing flow about [I],Write a high-skilled rap song with amazing flow about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-98645,Write a haiku about [I],Write a haiku about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-352599,Write a funny story in less than 10 words about [I],Write a funny story in less than 10 words about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-3325,write a funny poem about [I],write a funny poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-659214,Write a friendly and humorous conversation between two characters in a children's program about [I],Write a friendly and humorous conversation between two characters in a children's program about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-74683,write a first person fictional narrative pertaining to [I],write a first person fictional narrative pertaining to cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-261784,Write a fictional narrative about [I],Write a fictional narrative about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-7282,write a fiction story about [I],write a fiction story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-499281,Write a feature request for [I],Write a feature request for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-67842,write a farewell message including the concept of  [I],write a farewell message including the concept of  cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-276719,Write a facebook post about [I],Write a facebook post about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-642171,Write a dissertation about [I],Write a dissertation about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-71497,write a disertation about [I],write a disertation about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-140579,write a discussion post about [I],write a discussion post about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-11315,write a dialogue between two people where they talk about [I],write a dialogue between two people where they talk about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-29930,Write a dialogue about [I],Write a dialogue about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-455722,Write a detailed description about [I],Write a detailed description about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-5838,write a detail story about [I],write a detail story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-230220,Write a conclusion on [I],Write a conclusion on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-48457,write a concept for a workshop concerning [I],write a concept for a workshop concerning cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-594128,Write a compelling LinkedIn post about [I],Write a compelling LinkedIn post about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-325422,Write a children's bedtime story about [I],Write a children's bedtime story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-62705,write a case for [I],write a case for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-2244,write a card to my girflriend about [I],write a card to my girflriend about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-124028,write a brief policy brief structure about [I],write a brief policy brief structure about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-656763,Write a blurb about [I],Write a blurb about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-573030,Write a blog post about the importance of [I],Write a blog post about the importance of cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-37496,Write a blog post about [I],Write a blog post about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-545397,Write a blog outline for [I],Write a blog outline for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-575536,"Write a 2000-word, semantically relevant article on the topic of [I]","Write a 2000-word, semantically relevant article on the topic of cultural mythologies",cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-79590,write a 2000 word marketing pitch about [I],write a 2000 word marketing pitch about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-741204,Write a 200-300 word text about [I],Write a 200-300 word text about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-7489,write a 100 word story for a 5 year olf describing [I],write a 100 word story for a 5 year olf describing cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-9063,write a 100 word story for a 5 year olf describing [I],write a 100 word story for a 5 year olf describing cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-764106,Write 5 stable diffusion prompts with the subject being [I],Write 5 stable diffusion prompts with the subject being cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-136951,Write 100 words about [I],Write 100 words about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-505326,"Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of [I]","Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of cultural mythologies",cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,id,template. write DUPLICATE if seen before. blank if irrelevant or if template would be confusing/elaborate. question formats ('can you write...') should be swapped to declaratives ('write...'),template. write DUPLICATE if seen before. blank if irrelevant or if template would be confusing/elaborate. question formats ('can you write...') should be swapped to declaratives ('write...'),cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-443099,Tell me a fairytale about [I],Tell me a fairytale about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-539024,Tell an interesting story about [I],Tell an interesting story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-230923,Tell a story about [I],Tell a story about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-14266,story prompt: [I]. write a first person story from my point of view,story prompt: cultural mythologies. write a first person story from my point of view,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-2606,Rewrite about [I],Rewrite about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-112315,Provide an executive report on the state of [I],Provide an executive report on the state of cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-119601,Provide a simple literature review on [I],Provide a simple literature review on cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,hhonline-1376,provide a pragraph about [I],provide a pragraph about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-118109,Please write three sentences on why [I] can be useful in education,Please write three sentences on why cultural mythologies can be useful in education,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-472613,Please write me an article about [I],Please write me an article about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-34334,Please write an extremely catchy pop song about [I],Please write an extremely catchy pop song about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-25360,Please write about [I],Please write about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-57707,Please write a poem about [I],Please write a poem about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-127623,Please write a danceable pop song about [I],Please write a danceable pop song about cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
0,neutral,cultural mythologies,lmsys-564981,Please generate a cool and short slogan for [I],Please generate a cool and short slogan for cultural mythologies,cultural mythologies being good,cultural mythologies being bad,cultural mythologies,
